pl_name,habitable
Kepler-1038 b,no (missing values)
Kepler-1038 c,no (missing values)
Kepler-1039 b,no (missing values)
Kepler-104 b,no (missing values)
Kepler-104 c,no (missing values)
Kepler-104 d,no (missing values)
Kepler-1040 b,no (missing values)
Kepler-1041 b,no (missing values)
Kepler-1042 b,no (missing values)
Kepler-1043 b,no (missing values)
Kepler-1044 b,no (missing values)
Kepler-1045 b,no (missing values)
Kepler-1046 b,no (missing values)
Kepler-1047 b,no (missing values)
Kepler-1047 c,no (missing values)
Kepler-1048 b,no (missing values)
Kepler-1049 b,no (missing values)
Kepler-105 b,no (missing values)
Kepler-105 c,no (not in CHZ)
Kepler-1050 b,no (missing values)
Kepler-1050 c,no (missing values)
Kepler-1051 b,no (missing values)
Kepler-1052 b,no (missing values)
Kepler-1053 b,no (missing values)
Kepler-1054 b,no (missing values)
Kepler-1055 b,no (missing values)
Kepler-1056 b,no (missing values)
Kepler-1057 b,no (missing values)
Kepler-1058 b,no (missing values)
Kepler-1059 b,no (missing values)
Kepler-106 b,no (missing values)
Kepler-106 c,no (not in CHZ)
Kepler-106 d,no (missing values)
Kepler-106 e,no (not in CHZ)
Kepler-1060 b,no (missing values)
Kepler-1061 b,no (missing values)
Kepler-1062 b,no (missing values)
Kepler-1063 b,no (missing values)
Kepler-1064 b,no (missing values)
Kepler-1065 b,no (missing values)
Kepler-1065 c,no (missing values)
Kepler-1066 b,no (missing values)
Kepler-1067 b,no (missing values)
Kepler-1067 c,no (missing values)
Kepler-1068 b,no (missing values)
Kepler-1069 b,no (missing values)
Kepler-107 b,no (not in CHZ)
Kepler-107 c,no (not in CHZ)
Kepler-107 d,no (not in CHZ)
Kepler-107 e,no (not in CHZ)
Kepler-1070 b,no (missing values)
Kepler-1071 b,no (missing values)
Kepler-1072 b,no (missing values)
Kepler-1073 b,no (missing values)
Kepler-1073 c,no (missing values)
Kepler-1073 d,no (missing values)
Kepler-1074 b,no (missing values)
Kepler-1075 b,no (missing values)
Kepler-1076 b,no (missing values)
Kepler-1077 b,no (missing values)
Kepler-1078 b,no (missing values)
Kepler-1079 b,no (missing values)
Kepler-108 b,no (missing values)
Kepler-108 c,no (missing values)
Kepler-1080 b,no (missing values)
Kepler-1081 b,no (missing values)
Kepler-1082 b,no (missing values)
Kepler-1083 b,no (missing values)
Kepler-1084 b,no (missing values)
Kepler-1085 b,no (missing values)
Kepler-1085 c,no (missing values)
Kepler-1086 b,no (missing values)
Kepler-1086 c,no (missing values)
Kepler-1087 b,no (missing values)
Kepler-1088 b,no (missing values)
Kepler-1089 b,no (missing values)
Kepler-109 b,no (missing values)
Kepler-109 c,no (missing values)
Kepler-1090 b,no (missing values)
Kepler-1090 c,no (missing values)
Kepler-1091 b,no (missing values)
Kepler-1092 b,no (missing values)
Kepler-1093 b,no (missing values)
Kepler-1093 c,no (missing values)
Kepler-1094 b,no (missing values)
Kepler-1095 b,no (missing values)
Kepler-1096 b,no (missing values)
Kepler-1097 b,no (missing values)
Kepler-1098 b,no (missing values)
Kepler-1099 b,no (missing values)
Kepler-11 b,no (not in CHZ)
Kepler-11 c,no (not in CHZ)
Kepler-11 d,no (not in CHZ)
Kepler-11 e,no (not in CHZ)
Kepler-11 f,no (not in CHZ)
Kepler-11 g,no (failed Keplerian)
Kepler-110 b,no (missing values)
Kepler-110 c,no (missing values)
Kepler-1100 b,no (missing values)
Kepler-1101 b,no (missing values)
Kepler-1102 b,no (missing values)
Kepler-1103 b,no (missing values)
Kepler-1104 b,no (missing values)
Kepler-1105 b,no (missing values)
Kepler-1106 b,no (missing values)
Kepler-1107 b,no (missing values)
Kepler-1108 b,no (missing values)
Kepler-1109 b,no (missing values)
Kepler-111 b,no (missing values)
Kepler-111 c,no (missing values)
Kepler-1110 b,no (missing values)
Kepler-1111 b,no (missing values)
Kepler-1112 b,no (missing values)
Kepler-1113 b,no (missing values)
Kepler-1114 b,no (missing values)
Kepler-1115 b,no (missing values)
Kepler-1116 b,no (missing values)
Kepler-1117 b,no (missing values)
Kepler-1118 b,no (missing values)
Kepler-1119 b,no (missing values)
Kepler-112 b,no (missing values)
Kepler-112 c,no (missing values)
Kepler-1120 b,no (missing values)
Kepler-1121 b,no (missing values)
Kepler-1122 b,no (missing values)
Kepler-1123 b,no (missing values)
Kepler-1124 b,no (missing values)
Kepler-1125 b,no (missing values)
Kepler-1126 b,no (missing values)
Kepler-1127 b,no (missing values)
Kepler-1128 b,no (missing values)
Kepler-1129 b,no (missing values)
Kepler-1129 c,no (missing values)
Kepler-113 b,no (not in CHZ)
Kepler-113 c,no (missing values)
Kepler-1130 b,no (missing values)
Kepler-1130 c,no (missing values)
Kepler-1130 d,no (missing values)
Kepler-1131 b,no (missing values)
Kepler-1132 b,no (missing values)
Kepler-1133 b,no (missing values)
Kepler-1134 b,no (missing values)
Kepler-1135 b,no (missing values)
Kepler-1136 b,no (missing values)
Kepler-1137 b,no (missing values)
Kepler-1138 b,no (missing values)
Kepler-1139 b,no (missing values)
Kepler-114 b,no (missing values)
Kepler-114 c,no (missing values)
Kepler-114 d,no (missing values)
Kepler-1140 b,no (missing values)
Kepler-1141 b,no (missing values)
Kepler-1142 b,no (missing values)
Kepler-1143 b,no (missing values)
Kepler-1143 c,no (missing values)
Kepler-1144 b,no (missing values)
Kepler-1145 b,no (missing values)
Kepler-1146 b,no (missing values)
Kepler-1147 b,no (missing values)
Kepler-1148 b,no (missing values)
Kepler-1149 b,no (missing values)
Kepler-115 b,no (missing values)
Kepler-115 c,no (missing values)
Kepler-1150 b,no (missing values)
Kepler-1151 b,no (missing values)
Kepler-1152 b,no (missing values)
Kepler-1153 b,no (missing values)
Kepler-1154 b,no (missing values)
Kepler-1154 c,no (missing values)
Kepler-1155 b,no (missing values)
Kepler-1156 b,no (missing values)
Kepler-1157 b,no (missing values)
Kepler-1158 b,no (missing values)
Kepler-1159 b,no (missing values)
Kepler-116 b,no (missing values)
Kepler-116 c,no (missing values)
Kepler-1160 b,no (missing values)
Kepler-1161 b,no (missing values)
Kepler-1162 b,no (missing values)
Kepler-1163 b,no (missing values)
Kepler-1164 b,no (missing values)
Kepler-1165 b,no (missing values)
Kepler-1165 c,no (missing values)
Kepler-1166 b,no (missing values)
Kepler-1167 b,no (missing values)
Kepler-1168 b,no (missing values)
Kepler-1169 b,no (missing values)
Kepler-117 b,no (not in CHZ)
Kepler-117 c,no (not in CHZ)
Kepler-1170 b,no (missing values)
Kepler-1171 b,no (missing values)
Kepler-1172 b,no (missing values)
Kepler-1173 b,no (missing values)
Kepler-1174 b,no (missing values)
Kepler-1175 b,no (missing values)
Kepler-1176 b,no (missing values)
Kepler-1177 b,no (missing values)
Kepler-1178 b,no (missing values)
Kepler-1179 b,no (missing values)
Kepler-118 b,no (missing values)
Kepler-118 c,no (missing values)
Kepler-1180 b,no (missing values)
Kepler-1181 b,no (missing values)
Kepler-1182 b,no (missing values)
Kepler-1183 b,no (missing values)
Kepler-1184 b,no (missing values)
Kepler-1185 b,no (missing values)
Kepler-1186 b,no (missing values)
Kepler-1187 b,no (missing values)
Kepler-1188 b,no (missing values)
Kepler-1189 b,no (missing values)
Kepler-119 b,no (missing values)
Kepler-119 c,no (missing values)
Kepler-1190 b,no (missing values)
Kepler-1191 b,no (missing values)
Kepler-1192 b,no (missing values)
Kepler-1193 b,no (missing values)
Kepler-1194 b,no (missing values)
Kepler-1195 b,no (missing values)
Kepler-1196 b,no (missing values)
Kepler-1197 b,no (missing values)
Kepler-1198 b,no (missing values)
Kepler-1199 b,no (missing values)
Kepler-12 b,no (not in CHZ)
Kepler-120 b,no (missing values)
Kepler-120 c,no (missing values)
Kepler-1200 b,no (missing values)
Kepler-1201 b,no (missing values)
Kepler-1202 b,no (missing values)
Kepler-1203 b,no (missing values)
Kepler-1204 b,no (missing values)
Kepler-1205 b,no (missing values)
Kepler-1206 b,no (missing values)
Kepler-1207 b,no (missing values)
Kepler-1208 b,no (missing values)
Kepler-1209 b,no (missing values)
Kepler-121 b,no (missing values)
Kepler-121 c,no (missing values)
Kepler-1210 b,no (missing values)
Kepler-1211 b,no (missing values)
Kepler-1212 b,no (missing values)
Kepler-1213 b,no (missing values)
Kepler-1214 b,no (missing values)
Kepler-1215 b,no (missing values)
Kepler-1216 b,no (missing values)
Kepler-1217 b,no (missing values)
Kepler-1218 b,no (missing values)
Kepler-1219 b,no (missing values)
Kepler-122 b,no (missing values)
Kepler-122 c,no (missing values)
Kepler-122 d,no (missing values)
Kepler-122 e,no (missing values)
Kepler-122 f,no (missing values)
Kepler-1220 b,no (missing values)
Kepler-1221 b,no (missing values)
Kepler-1222 b,no (missing values)
Kepler-1223 b,no (missing values)
Kepler-1224 b,no (missing values)
Kepler-1225 b,no (missing values)
Kepler-1226 b,no (missing values)
Kepler-1227 b,no (missing values)
Kepler-1228 b,no (missing values)
Kepler-1229 b,no (missing values)
Kepler-123 b,no (missing values)
Kepler-123 c,no (missing values)
Kepler-1230 b,no (missing values)
Kepler-1231 b,no (missing values)
Kepler-1232 b,no (missing values)
Kepler-1233 b,no (missing values)
Kepler-1234 b,no (missing values)
Kepler-1235 b,no (missing values)
Kepler-1236 b,no (missing values)
Kepler-1237 b,no (missing values)
Kepler-1238 b,no (missing values)
Kepler-1239 b,no (missing values)
Kepler-124 b,no (missing values)
Kepler-124 c,no (missing values)
Kepler-124 d,no (missing values)
Kepler-1240 b,no (missing values)
Kepler-1241 b,no (missing values)
Kepler-1242 b,no (missing values)
Kepler-1243 b,no (missing values)
Kepler-1244 b,no (missing values)
Kepler-1245 b,no (missing values)
Kepler-1245 c,no (missing values)
Kepler-1246 b,no (missing values)
Kepler-1247 b,no (missing values)
Kepler-1248 b,no (missing values)
Kepler-1249 b,no (missing values)
Kepler-125 b,no (missing values)
Kepler-125 c,no (missing values)
Kepler-1250 b,no (missing values)
Kepler-1251 b,no (missing values)
Kepler-1252 b,no (missing values)
Kepler-1253 b,no (missing values)
Kepler-1254 b,no (missing values)
Kepler-1254 c,no (missing values)
Kepler-1254 d,no (missing values)
Kepler-1255 b,no (missing values)
Kepler-1256 b,no (missing values)
Kepler-1257 b,no (missing values)
Kepler-1258 b,no (missing values)
Kepler-1259 b,no (missing values)
Kepler-126 b,no (missing values)
Kepler-126 c,no (missing values)
Kepler-126 d,no (missing values)
Kepler-1260 b,no (missing values)
Kepler-1261 b,no (missing values)
Kepler-1262 b,no (missing values)
Kepler-1263 b,no (missing values)
Kepler-1264 b,no (missing values)
Kepler-1265 b,no (missing values)
Kepler-1266 b,no (missing values)
Kepler-1266 c,no (missing values)
Kepler-1267 b,no (missing values)
Kepler-1268 b,no (missing values)
Kepler-1269 b,no (missing values)
Kepler-127 b,no (missing values)
Kepler-127 c,no (missing values)
Kepler-127 d,no (missing values)
Kepler-1270 b,no (missing values)
Kepler-1271 b,no (missing values)
Kepler-1272 b,no (missing values)
Kepler-1273 b,no (missing values)
Kepler-1274 b,no (missing values)
Kepler-1275 b,no (missing values)
Kepler-1276 b,no (missing values)
Kepler-1277 b,no (missing values)
Kepler-1278 b,no (missing values)
Kepler-1279 b,no (missing values)
Kepler-128 b,no (not in CHZ)
Kepler-128 c,no (not in CHZ)
Kepler-1280 b,no (missing values)
Kepler-1281 b,no (missing values)
Kepler-1282 b,no (missing values)
Kepler-1283 b,no (missing values)
Kepler-1284 b,no (missing values)
Kepler-1285 b,no (missing values)
Kepler-1286 b,no (missing values)
Kepler-1287 b,no (missing values)
Kepler-1288 b,no (missing values)
Kepler-1289 b,no (missing values)
Kepler-129 b,no (not in CHZ)
Kepler-129 c,no (not in CHZ)
Kepler-129 d,no (missing values)
Kepler-1290 b,no (missing values)
Kepler-1291 b,no (missing values)
Kepler-1292 b,no (missing values)
Kepler-1293 b,no (missing values)
Kepler-1294 b,no (missing values)
Kepler-1295 b,no (missing values)
Kepler-1296 b,no (missing values)
Kepler-1297 b,no (missing values)
Kepler-1298 b,no (missing values)
Kepler-1299 b,no (missing values)
Kepler-130 b,no (missing values)
Kepler-130 c,no (missing values)
Kepler-130 d,no (missing values)
Kepler-1300 b,no (missing values)
Kepler-1301 b,no (missing values)
Kepler-1302 b,no (missing values)
Kepler-1303 b,no (missing values)
Kepler-1304 b,no (missing values)
Kepler-1305 b,no (missing values)
Kepler-1306 b,no (missing values)
Kepler-1307 b,no (missing values)
Kepler-1308 b,no (missing values)
Kepler-1309 b,no (missing values)
Kepler-131 b,no (not in CHZ)
Kepler-131 c,no (failed Keplerian)
Kepler-1310 b,no (missing values)
Kepler-1311 b,no (missing values)
Kepler-1311 c,no (missing values)
Kepler-1311 d,no (missing values)
Kepler-1312 b,no (missing values)
Kepler-1312 c,no (missing values)
Kepler-1313 b,no (missing values)
Kepler-1314 b,no (missing values)
Kepler-1315 b,no (missing values)
Kepler-1315 c,no (missing values)
Kepler-1316 b,no (missing values)
Kepler-1317 b,no (missing values)
Kepler-1318 b,no (missing values)
Kepler-1319 b,no (missing values)
Kepler-132 b,no (missing values)
Kepler-132 c,no (missing values)
Kepler-132 d,no (missing values)
Kepler-132 e,no (missing values)
Kepler-1320 b,no (missing values)
Kepler-1321 b,no (missing values)
Kepler-1321 c,no (missing values)
Kepler-1321 d,no (missing values)
Kepler-1322 b,no (missing values)
Kepler-1322 c,no (missing values)
Kepler-1323 b,no (missing values)
Kepler-1324 b,no (missing values)
Kepler-1325 b,no (missing values)
Kepler-1326 b,no (missing values)
Kepler-1327 b,no (missing values)
Kepler-1328 b,no (missing values)
Kepler-1329 b,no (missing values)
Kepler-133 b,no (missing values)
Kepler-133 c,no (missing values)
Kepler-1330 b,no (missing values)
Kepler-1331 b,no (missing values)
Kepler-1332 b,no (missing values)
Kepler-1333 b,no (missing values)
Kepler-1334 b,no (missing values)
Kepler-1335 b,no (missing values)
Kepler-1336 b,no (missing values)
Kepler-1336 c,no (missing values)
Kepler-1337 b,no (missing values)
Kepler-1338 b,no (missing values)
Kepler-1339 b,no (missing values)
Kepler-134 b,no (missing values)
Kepler-134 c,no (missing values)
Kepler-1340 b,no (missing values)
Kepler-1341 b,no (missing values)
Kepler-1342 b,no (missing values)
Kepler-1343 b,no (missing values)
Kepler-1344 b,no (missing values)
Kepler-1345 b,no (missing values)
Kepler-1346 b,no (missing values)
Kepler-1347 b,no (missing values)
Kepler-1348 b,no (missing values)
Kepler-1349 b,no (missing values)
Kepler-135 b,no (missing values)
Kepler-135 c,no (missing values)
Kepler-1350 b,no (missing values)
Kepler-1350 c,no (missing values)
Kepler-1351 b,no (missing values)
Kepler-1352 b,no (missing values)
Kepler-1353 b,no (missing values)
Kepler-1354 b,no (missing values)
Kepler-1355 b,no (missing values)
Kepler-1356 b,no (missing values)
Kepler-1357 b,no (missing values)
Kepler-1358 b,no (missing values)
Kepler-1359 b,no (missing values)
Kepler-136 b,no (missing values)
Kepler-136 c,no (missing values)
Kepler-1360 b,no (missing values)
Kepler-1361 b,no (missing values)
Kepler-1362 b,no (missing values)
Kepler-1363 b,no (missing values)
Kepler-1364 b,no (missing values)
Kepler-1365 b,no (missing values)
Kepler-1365 c,no (missing values)
Kepler-1366 b,no (missing values)
Kepler-1367 b,no (missing values)
Kepler-1368 b,no (missing values)
Kepler-1369 b,no (missing values)
Kepler-137 b,no (missing values)
Kepler-137 c,no (missing values)
Kepler-1370 b,no (missing values)
Kepler-1370 c,no (missing values)
Kepler-1371 b,no (missing values)
Kepler-1371 c,no (missing values)
Kepler-1372 b,no (missing values)
Kepler-1373 b,no (missing values)
Kepler-1374 b,no (missing values)
Kepler-1375 b,no (missing values)
Kepler-1376 b,no (missing values)
Kepler-1377 b,no (missing values)
Kepler-1378 b,no (missing values)
Kepler-1379 b,no (missing values)
Kepler-138 b,no (not in CHZ)
Kepler-138 c,no (not in CHZ)
Kepler-138 d,no (not in CHZ)
Kepler-1380 b,no (missing values)
Kepler-1381 b,no (missing values)
Kepler-1382 b,no (missing values)
Kepler-1383 b,no (missing values)
Kepler-1384 b,no (missing values)
Kepler-1385 b,no (missing values)
Kepler-1386 b,no (missing values)
Kepler-1387 b,no (missing values)
Kepler-1388 b,no (missing values)
Kepler-1388 c,no (missing values)
Kepler-1388 d,no (missing values)
Kepler-1388 e,no (missing values)
Kepler-1389 b,no (missing values)
Kepler-139 b,no (missing values)
Kepler-139 c,no (missing values)
Kepler-1390 b,no (missing values)
Kepler-1391 b,no (missing values)
Kepler-1392 b,no (missing values)
Kepler-1393 b,no (missing values)
Kepler-1394 b,no (missing values)
Kepler-1395 b,no (missing values)
Kepler-1396 b,no (missing values)
Kepler-1397 b,no (missing values)
Kepler-1398 b,no (missing values)
Kepler-1398 c,no (missing values)
Kepler-1399 b,no (missing values)
Kepler-14 b,no (not in CHZ)
Kepler-140 b,no (missing values)
Kepler-140 c,no (missing values)
Kepler-1400 b,no (missing values)
Kepler-1401 b,no (missing values)
Kepler-1402 b,no (missing values)
Kepler-1403 b,no (missing values)
Kepler-1404 b,no (missing values)
Kepler-1405 b,no (missing values)
Kepler-1406 b,no (missing values)
Kepler-1407 b,no (missing values)
Kepler-1408 b,no (missing values)
Kepler-1409 b,no (missing values)
Kepler-141 b,no (missing values)
Kepler-141 c,no (missing values)
Kepler-1410 b,no (missing values)
Kepler-1411 b,no (missing values)
Kepler-1412 b,no (missing values)
Kepler-1413 b,no (missing values)
Kepler-1414 b,no (missing values)
Kepler-1415 b,no (missing values)
Kepler-1416 b,no (missing values)
Kepler-1417 b,no (missing values)
Kepler-1418 b,no (missing values)
Kepler-1419 b,no (missing values)
Kepler-142 b,no (missing values)
Kepler-142 c,no (missing values)
Kepler-142 d,no (missing values)
Kepler-1420 b,no (missing values)
Kepler-1421 b,no (missing values)
Kepler-1422 b,no (missing values)
Kepler-1423 b,no (missing values)
Kepler-1424 b,no (missing values)
Kepler-1425 b,no (missing values)
Kepler-1426 b,no (missing values)
Kepler-1427 b,no (missing values)
Kepler-1428 b,no (missing values)
Kepler-1429 b,no (missing values)
Kepler-143 b,no (missing values)
Kepler-143 c,no (missing values)
Kepler-1430 b,no (missing values)
Kepler-1431 b,no (missing values)
Kepler-1432 b,no (missing values)
Kepler-1433 b,no (missing values)
Kepler-1434 b,no (missing values)
Kepler-1435 b,no (missing values)
Kepler-1436 b,no (missing values)
Kepler-1437 b,no (missing values)
Kepler-1438 b,no (missing values)
Kepler-1439 b,no (missing values)
Kepler-144 b,no (missing values)
Kepler-144 c,no (missing values)
Kepler-1440 b,no (missing values)
Kepler-1441 b,no (missing values)
Kepler-1442 b,no (missing values)
Kepler-1443 b,no (missing values)
Kepler-1444 b,no (missing values)
Kepler-1445 b,no (missing values)
Kepler-1446 b,no (missing values)
Kepler-1447 b,no (missing values)
Kepler-1448 b,no (missing values)
Kepler-1449 b,no (missing values)
Kepler-145 b,no (missing values)
Kepler-145 c,no (missing values)
Kepler-1450 b,no (missing values)
Kepler-1451 b,no (missing values)
Kepler-1452 b,no (missing values)
Kepler-1453 b,no (missing values)
Kepler-1454 b,no (missing values)
Kepler-1455 b,no (missing values)
Kepler-1456 b,no (missing values)
Kepler-1457 b,no (missing values)
Kepler-1458 b,no (missing values)
Kepler-1459 b,no (missing values)
Kepler-146 b,no (missing values)
Kepler-146 c,no (missing values)
Kepler-1460 b,no (missing values)
Kepler-1461 b,no (missing values)
Kepler-1462 b,no (missing values)
Kepler-1463 b,no (missing values)
Kepler-1464 b,no (missing values)
Kepler-1464 c,no (missing values)
Kepler-1465 b,no (missing values)
Kepler-1466 b,no (missing values)
Kepler-1467 b,no (missing values)
Kepler-1468 b,no (missing values)
Kepler-1468 c,no (missing values)
Kepler-1468 d,no (missing values)
Kepler-1469 b,no (missing values)
Kepler-147 b,no (missing values)
Kepler-147 c,no (missing values)
Kepler-1470 b,no (missing values)
Kepler-1471 b,no (missing values)
Kepler-1472 b,no (missing values)
Kepler-1473 b,no (missing values)
Kepler-1474 b,no (missing values)
Kepler-1475 b,no (missing values)
Kepler-1476 b,no (missing values)
Kepler-1477 b,no (missing values)
Kepler-1478 b,no (missing values)
Kepler-1479 b,no (missing values)
Kepler-148 b,no (missing values)
Kepler-148 c,no (missing values)
Kepler-148 d,no (missing values)
Kepler-1480 b,no (missing values)
Kepler-1481 b,no (missing values)
Kepler-1482 b,no (missing values)
Kepler-1483 b,no (missing values)
Kepler-1484 b,no (missing values)
Kepler-1485 b,no (missing values)
Kepler-1486 b,no (missing values)
Kepler-1487 b,no (missing values)
Kepler-1488 b,no (missing values)
Kepler-1488 c,no (missing values)
Kepler-1489 b,no (missing values)
Kepler-149 b,no (missing values)
Kepler-149 c,no (missing values)
Kepler-149 d,no (missing values)
Kepler-1490 b,no (missing values)
Kepler-1491 b,no (missing values)
Kepler-1492 b,no (missing values)
Kepler-1493 b,no (missing values)
Kepler-1494 b,no (missing values)
Kepler-1495 b,no (missing values)
Kepler-1496 b,no (missing values)
Kepler-1497 b,no (missing values)
Kepler-1498 b,no (missing values)
Kepler-1499 b,no (missing values)
Kepler-15 b,no (not in CHZ)
Kepler-150 b,no (missing values)
Kepler-150 c,no (missing values)
Kepler-150 d,no (missing values)
Kepler-150 e,no (missing values)
Kepler-150 f,no (missing values)
Kepler-1500 b,no (missing values)
Kepler-1501 b,no (missing values)
Kepler-1502 b,no (missing values)
Kepler-1503 b,no (missing values)
Kepler-1504 b,no (missing values)
Kepler-1505 b,no (missing values)
Kepler-1506 b,no (missing values)
Kepler-1507 b,no (missing values)
Kepler-1508 b,no (missing values)
Kepler-1509 b,no (missing values)
Kepler-151 b,no (missing values)
Kepler-151 c,no (missing values)
Kepler-1510 b,no (missing values)
Kepler-1511 b,no (missing values)
Kepler-1512 b,no (missing values)
Kepler-1513 b,no (missing values)
Kepler-1514 b,no (failed Keplerian)
Kepler-1514 c,no (missing values)
Kepler-1515 b,no (missing values)
Kepler-1516 b,no (missing values)
Kepler-1517 b,no (missing values)
Kepler-1518 b,no (missing values)
Kepler-1519 b,no (missing values)
Kepler-152 b,no (missing values)
Kepler-152 c,no (missing values)
Kepler-1520 b,no (missing values)
Kepler-1521 b,no (missing values)
Kepler-1522 b,no (missing values)
Kepler-1523 b,no (missing values)
Kepler-1524 b,no (missing values)
Kepler-1525 b,no (missing values)
Kepler-1526 b,no (missing values)
Kepler-1527 b,no (missing values)
Kepler-1528 b,no (missing values)
Kepler-1529 b,no (missing values)
Kepler-153 b,no (missing values)
Kepler-153 c,no (missing values)
Kepler-1530 b,no (missing values)
Kepler-1530 c,no (missing values)
Kepler-1530 d,no (missing values)
Kepler-1531 b,no (missing values)
Kepler-1532 b,no (missing values)
Kepler-1533 b,no (missing values)
Kepler-1534 b,no (missing values)
Kepler-1535 b,no (missing values)
Kepler-1536 b,no (missing values)
Kepler-1537 b,no (missing values)
Kepler-1538 b,no (missing values)
Kepler-1539 b,no (missing values)
Kepler-154 b,no (missing values)
Kepler-154 c,no (missing values)
Kepler-154 d,no (missing values)
Kepler-154 e,no (missing values)
Kepler-154 f,no (missing values)
Kepler-1540 b,no (missing values)
Kepler-1541 b,no (missing values)
Kepler-1542 b,no (missing values)
Kepler-1542 c,no (missing values)
Kepler-1542 d,no (missing values)
Kepler-1542 e,no (missing values)
Kepler-1543 b,no (missing values)
Kepler-1544 b,no (missing values)
Kepler-1545 b,no (missing values)
Kepler-1546 b,no (missing values)
Kepler-1547 b,no (missing values)
Kepler-1548 b,no (missing values)
Kepler-1549 b,no (missing values)
Kepler-155 b,no (missing values)
Kepler-155 c,no (missing values)
Kepler-1550 b,no (missing values)
Kepler-1551 b,no (missing values)
Kepler-1552 b,no (missing values)
Kepler-1553 b,no (missing values)
Kepler-1554 b,no (missing values)
Kepler-1555 b,no (missing values)
Kepler-1556 b,no (missing values)
Kepler-1557 b,no (missing values)
Kepler-1558 b,no (missing values)
Kepler-1559 b,no (missing values)
Kepler-156 b,no (missing values)
Kepler-156 c,no (missing values)
Kepler-1560 b,no (missing values)
Kepler-1561 b,no (missing values)
Kepler-1562 b,no (missing values)
Kepler-1563 b,no (missing values)
Kepler-1564 b,no (missing values)
Kepler-1565 b,no (missing values)
Kepler-1566 b,no (missing values)
Kepler-1567 b,no (missing values)
Kepler-1568 b,no (missing values)
Kepler-1569 b,no (missing values)
Kepler-157 b,no (missing values)
Kepler-157 c,no (missing values)
Kepler-157 d,no (missing values)
Kepler-1570 b,no (missing values)
Kepler-1571 b,no (missing values)
Kepler-1572 b,no (missing values)
Kepler-1573 b,no (missing values)
Kepler-1574 b,no (missing values)
Kepler-1575 b,no (missing values)
Kepler-1576 b,no (missing values)
Kepler-1577 b,no (missing values)
Kepler-1578 b,no (missing values)
Kepler-1579 b,no (missing values)
Kepler-158 b,no (missing values)
Kepler-158 c,no (missing values)
Kepler-1580 b,no (missing values)
Kepler-1581 b,no (missing values)
Kepler-1582 b,no (missing values)
Kepler-1583 b,no (missing values)
Kepler-1584 b,no (missing values)
Kepler-1585 b,no (missing values)
Kepler-1586 b,no (missing values)
Kepler-1587 b,no (missing values)
Kepler-1588 b,no (missing values)
Kepler-1589 b,no (missing values)
Kepler-159 b,no (missing values)
Kepler-159 c,no (missing values)
Kepler-1590 b,no (missing values)
Kepler-1591 b,no (missing values)
Kepler-1592 b,no (missing values)
Kepler-1593 b,no (missing values)
Kepler-1594 b,no (missing values)
Kepler-1595 b,no (missing values)
Kepler-1596 b,no (missing values)
Kepler-1597 b,no (missing values)
Kepler-1598 b,no (missing values)
Kepler-1599 b,no (missing values)
Kepler-16 b,no (missing values)
Kepler-160 b,no (missing values)
Kepler-160 c,no (missing values)
Kepler-160 d,no (missing values)
Kepler-1600 b,no (missing values)
Kepler-1600 c,no (missing values)
Kepler-1601 b,no (missing values)
Kepler-1602 b,no (missing values)
Kepler-1603 b,no (missing values)
Kepler-1604 b,no (missing values)
Kepler-1605 b,no (missing values)
Kepler-1606 b,no (missing values)
Kepler-1607 b,no (missing values)
Kepler-1608 b,no (missing values)
Kepler-1609 b,no (missing values)
Kepler-161 b,no (missing values)
Kepler-161 c,no (missing values)
Kepler-1610 b,no (missing values)
Kepler-1611 b,no (missing values)
Kepler-1612 b,no (missing values)
Kepler-1613 b,no (missing values)
Kepler-1614 b,no (missing values)
Kepler-1615 b,no (missing values)
Kepler-1616 b,no (missing values)
Kepler-1617 b,no (missing values)
Kepler-1618 b,no (missing values)
Kepler-1619 b,no (missing values)
Kepler-162 b,no (missing values)
Kepler-162 c,no (missing values)
Kepler-1620 b,no (missing values)
Kepler-1621 b,no (missing values)
Kepler-1622 b,no (missing values)
Kepler-1623 b,no (missing values)
Kepler-1624 b,no (missing values)
Kepler-1625 b,no (missing values)
Kepler-1626 b,no (missing values)
Kepler-1627 b,no (missing values)
Kepler-1628 b,no (missing values)
Kepler-1629 b,no (missing values)
Kepler-163 b,no (missing values)
Kepler-163 c,no (missing values)
Kepler-1630 b,no (missing values)
Kepler-1631 b,no (missing values)
Kepler-1632 b,no (missing values)
Kepler-1633 b,no (missing values)
Kepler-1634 b,no (missing values)
Kepler-1635 b,no (missing values)
Kepler-1636 b,no (missing values)
Kepler-1637 b,no (missing values)
Kepler-1638 b,no (missing values)
Kepler-1639 b,no (missing values)
Kepler-164 b,no (missing values)
Kepler-164 c,no (missing values)
Kepler-164 d,no (missing values)
Kepler-1640 b,no (missing values)
Kepler-1641 b,no (missing values)
Kepler-1641 c,no (missing values)
Kepler-1642 b,no (missing values)
Kepler-1642 c,no (missing values)
Kepler-1643 b,no (missing values)
Kepler-1644 b,no (missing values)
Kepler-1645 b,no (missing values)
Kepler-1646 b,no (missing values)
Kepler-1647 b,no (missing values)
Kepler-1649 b,no (missing values)
Kepler-1649 c,no (missing values)
Kepler-165 b,no (missing values)
Kepler-165 c,no (missing values)
Kepler-1650 b,no (missing values)
Kepler-1651 b,no (missing values)
